Cid,feat.yoplait,feat.dannon,feat.hiland,feat.weight,price.yoplait,price.dannon,price.hiland,price.weight,choice,sex,age,married
2,0,0,0,0,11.2,8.1,5.0000001,7.9000004,weight,0,32,1
2,0,0,0,0,11.2,8.1,5.0000001,7.9000004,weight,0,32,1
2,0,0,0,0,11.2,8.1,5.0000001,7.9000004,weight,0,32,1
2,0,0,0,0,10.8,8.1,5.0000001,8.1,weight,0,32,1
3,0,0,0,0,11,4.8999999,6.1000001,7.9000004,dannon,0,21,1
3,0,0,0,0,10.3,4.4,4.8999999,7.9000004,dannon,0,21,1
3,0,0,0,0,10.3,4.4,4.8999999,7.9000004,dannon,0,21,1
3,0,0,0,0,3.2000002,9.4999999,5.7999998,10.3,yoplait,0,21,1
3,0,0,0,0,10.8,9.4999999,5.7999998,10.3,yoplait,0,21,1
3,0,0,0,0,10.8,9.4999999,5.7999998,10.3,yoplait,0,21,1
3,0,0,0,0,5.5,8.6000003,5.4000001,7.9000004,yoplait,0,21,1
3,0,0,0,0,8.2999997,8.6000003,5.4000001,7.9000004,yoplait,0,21,1
3,0,0,0,0,8.2999997,8.6000003,5.4000001,7.9000004,yoplait,0,21,1
3,0,0,0,1,11.5,8.6000003,5.6000002,6.3000001,yoplait,0,21,1
3,0,0,0,1,3.2000002,8.6000003,5.6000002,6.3000001,yoplait,0,21,1
3,0,0,0,1,11.5,8.6000003,6.1000001,6.3000001,weight,0,21,1
3,0,0,0,0,11.5,5.5,6.1000001,6.4000003,dannon,0,21,1
3,0,0,1,0,11.5,6.3000001,6.1000001,7.9000004,dannon,0,21,1
3,0,0,0,1,4.1999999,3.0999999,6.1000001,6.3000001,dannon,0,21,1
4,0,0,0,0,11,8.1,6.6,7.9000004,hiland,1,27,0
4,0,0,0,0,11,8.1,6.6,7.9000004,hiland,1,27,0
4,0,0,0,0,13.500001,8.1,6.6,7.9000004,dannon,1,27,0
4,0,0,0,0,13.500001,8.1,6.6,7.9000004,dannon,1,27,0
4,0,0,0,0,11,8.1,6.1000001,7.9000004,hiland,1,27,0
4,0,0,0,0,11,8.1,6.1000001,7.9000004,hiland,1,27,0
4,0,0,0,0,10.3,8.1,4.8999999,7.9000004,hiland,1,27,0
4,0,0,0,0,10.8,8.6000003,5.0000001,7.9000004,dannon,1,27,0
4,0,0,1,0,11.2,8.6000003,6.1000001,7.9000004,dannon,1,27,0
4,0,0,0,0,2.5,8.6000003,5.4000001,7.9000004,yoplait,1,27,0
4,0,0,1,0,5.7999998,8.6000003,2.5,7.9000004,yoplait,1,27,0
4,0,0,1,0,5.7999998,8.6000003,2.5,7.9000004,yoplait,1,27,0
4,0,0,0,1,11.5,8.6000003,6.1000001,6.3000001,weight,1,27,0
4,0,0,0,0,11,1.8999999,5.4000001,7.9000004,dannon,1,27,0
5,0,0,0,0,10.3,9.7999997,4.8999999,7.9000004,yoplait,1,38,0
5,0,0,0,0,10.3,9.7999997,4.8999999,7.9000004,yoplait,1,38,0
5,0,0,0,0,10.3,9.7999997,4.8999999,7.9000004,yoplait,1,38,0
5,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,1,38,0
5,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,1,38,0
5,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,1,38,0
5,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,38,0
5,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,38,0
5,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,1,38,0
5,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,1,38,0
5,0,0,0,0,10.8,8.6000003,2.5,7.9000004,dannon,1,38,0
5,0,0,0,0,10.8,8.6000003,2.5,7.9000004,dannon,1,38,0
5,0,0,0,0,12.2,8.6000003,5.0000001,8.6000003,dannon,1,38,0
5,0,0,0,0,12.5,8.6000003,5.0000001,8.6000003,yoplait,1,38,0
6,0,0,0,1,11.5,8.6000003,6.1000001,7.4000001,weight,1,19,0
6,0,0,0,1,11.5,8.6000003,6.1000001,7.4000001,weight,1,19,0
6,0,0,0,0,10.8,6.8999998,6.1000001,8.6000003,weight,1,19,0
6,0,0,0,0,10.8,6.8999998,6.1000001,8.6000003,weight,1,19,0
6,0,0,0,0,11.5,5.0999999,6.6,8.6000003,weight,1,19,0
6,0,0,0,0,11.5,5.0999999,6.6,8.6000003,weight,1,19,0
6,0,0,0,0,11.5,8.1,6.6,8.1,weight,1,19,0
6,0,0,0,0,11.5,8.1,6.6,8.1,weight,1,19,0
6,0,0,0,0,11.5,8.1,6.1000001,8.1,weight,1,19,0
6,0,0,0,0,11.5,8.1,6.1000001,8.1,weight,1,19,0
6,0,0,0,0,11.2,8.1,6.1000001,8.1,yoplait,1,19,0
6,0,0,0,0,11.2,8.1,6.1000001,8.1,yoplait,1,19,0
6,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,19,0
6,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,19,0
6,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,19,0
6,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,19,0
6,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,19,0
6,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,19,0
6,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,19,0
7,0,0,0,0,11,7.4000001,6.1000001,8.1,dannon,1,68,1
7,0,0,0,0,11,7.4000001,6.1000001,8.1,dannon,1,68,1
7,0,0,0,0,10.3,8.1,6.6,8.1,dannon,1,68,1
7,0,0,0,0,10.3,8.1,6.6,7.9000004,dannon,1,68,1
7,0,0,0,0,10.3,8.1,6.6,7.9000004,dannon,1,68,1
7,0,0,0,0,10.3,8.1,6.6,7.9000004,dannon,1,68,1
7,0,0,0,0,12.5,8.1,6.6,7.9000004,dannon,1,68,1
7,0,0,0,0,12.5,8.1,6.6,7.9000004,dannon,1,68,1
7,0,0,0,0,2,9.7999997,4.8999999,7.9000004,yoplait,1,68,1
7,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,68,1
7,0,1,0,0,10.3,6.1000001,4.8999999,7.9000004,dannon,1,68,1
7,0,0,0,0,10.8,8.1,5.0000001,7.9000004,yoplait,1,68,1
7,0,0,0,0,10.8,8.1,5.0000001,7.9000004,yoplait,1,68,1
7,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon,1,68,1
7,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon,1,68,1
7,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon,1,68,1
7,0,0,0,0,10.8,8.1,5.0000001,7.9000004,yoplait,1,68,1
7,0,0,0,0,11.5,8.1,4.3000001,7.9000004,dannon,1,68,1
7,0,0,0,0,10.8,6.3000001,5.0000001,7.9000004,dannon,1,68,1
7,0,0,0,0,10.8,5.0999999,5.0000001,7.9000004,yoplait,1,68,1
7,0,0,0,0,10.8,4.6999998,5.0000001,7.9000004,yoplait,1,68,1
8,0,0,0,0,10.3,7.4000001,6.1000001,8.1,dannon,0,28,0
8,0,0,0,0,10.3,7.4000001,6.1000001,8.1,dannon,0,28,0
8,0,0,0,0,10.3,7.4000001,6.1000001,8.1,dannon,0,28,0
8,0,0,0,0,10.3,7.4000001,6.1000001,8.1,dannon,0,28,0
8,0,0,0,0,12.5,8.1,6.6,7.9000004,dannon,0,28,0
8,0,0,0,0,12.5,8.1,6.6,7.9000004,dannon,0,28,0
8,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,0,28,0
8,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,0,28,0
8,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,0,28,0
8,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,0,28,0
8,0,0,0,0,12.5,8.1,4.8999999,7.9000004,dannon,0,28,0
8,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon,0,28,0
8,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,0,28,0
8,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,0,28,0
8,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,0,28,0
8,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,0,28,0
8,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,0,28,0
8,0,1,0,0,10.3,6.1000001,4.8999999,7.9000004,dannon,0,28,0
8,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon,0,28,0
8,0,0,0,0,12.2,8.6000003,5.0000001,8.6000003,dannon,0,28,0
8,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,0,28,0
8,0,0,0,1,5.5,8.6000003,5.0000001,6.8999998,dannon,0,28,0
8,0,0,0,1,5.5,8.6000003,5.0000001,6.8999998,dannon,0,28,0
8,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,0,28,0
8,0,0,0,0,8.8,6.3000001,6.1000001,6.3000001,dannon,0,28,0
9,0,0,0,0,11.5,8.1,6.1000001,8.1,weight,1,21,1
9,0,0,0,0,11.5,8.1,6.1000001,8.1,weight,1,21,1
9,0,0,0,0,11.5,8.1,6.1000001,8.1,weight,1,21,1
9,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,1,21,1
9,0,0,0,0,10.8,8.1,6.1000001,8.1,weight,1,21,1
9,0,0,0,0,10.8,8.1,6.1000001,8.1,weight,1,21,1
9,0,0,0,0,11.5,8.1,6.1000001,8.1,weight,1,21,1
9,0,0,0,0,11.5,8.1,4.8999999,7.9000004,yoplait,1,21,1
9,0,0,0,0,10.8,8.1,6.1000001,8.1,weight,1,21,1
9,0,0,0,0,11.5,8.1,4.8999999,7.9000004,yoplait,1,21,1
9,0,0,0,0,11.5,8.1,4.8999999,7.9000004,yoplait,1,21,1
9,0,0,0,0,10.8,8.6000003,6.1000001,8.6000003,yoplait,1,21,1
9,0,0,0,0,10.8,8.6999997,6.8000004,9.3999997,yoplait,1,21,1
9,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,21,1
9,0,0,0,0,2.2,8.1,6.1000001,8.6000003,yoplait,1,21,1
9,0,0,0,0,12.2,8.6000003,6.1000001,9.0999998,yoplait,1,21,1
9,0,0,0,0,12.2,8.6000003,6.1000001,9.0999998,yoplait,1,21,1
9,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,21,1
9,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,21,1
9,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,21,1
9,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,21,1
9,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,21,1
9,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,21,1
9,0,0,0,0,12.2,8.1,6.1000001,8.6000003,yoplait,1,21,1
9,0,0,0,0,12.2,8.1,6.1000001,8.6000003,yoplait,1,21,1
9,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,21,1
9,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,21,1
10,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,28,1
10,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,28,1
10,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,28,1
10,0,1,0,0,10.3,6.1000001,4.8999999,7.9000004,dannon,1,28,1
10,0,1,0,0,10.3,6.1000001,4.8999999,7.9000004,dannon,1,28,1
10,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,dannon,1,28,1
10,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,1,28,1
10,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,1,28,1
10,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,1,28,1
10,0,1,0,0,5.7,6.3000001,5.4000001,8.1,dannon,1,28,1
10,0,0,0,1,11.5,4.1000001,6.1000001,6.3000001,dannon,1,28,1
10,0,0,1,0,11.5,6.3000001,6.1000001,7.9000004,dannon,1,28,1
10,0,0,0,0,11.5,6.3000001,6.1000001,6.3000001,dannon,1,28,1
10,0,0,0,0,11.5,6.3000001,6.1000001,6.3000001,dannon,1,28,1
11,0,0,0,0,11,8.6000003,4.4,8.1,dannon,1,19,0
11,0,0,0,0,11,8.6000003,4.4,8.1,dannon,1,19,0
11,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,19,0
11,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,19,0
11,0,0,0,0,11,8.6000003,6.1000001,8.1,weight,1,19,0
11,0,0,0,0,11,8.6000003,6.1000001,8.1,dannon,1,19,0
11,0,0,1,0,11,8.6000003,3.0999999,8.1,hiland,1,19,0
11,0,0,1,0,11,8.6000003,3.0999999,8.1,hiland,1,19,0
11,0,0,0,0,11,8.6000003,2.8999999,6.1000001,dannon,1,19,0
11,0,0,0,0,11,8.6000003,2.8999999,6.1000001,dannon,1,19,0
12,0,0,0,0,10.3,8.1,6.4000003,8.1,dannon,0,21,0
12,0,0,0,0,11.6,8.1,5.0000001,7.9999998,dannon,0,21,0
12,0,0,0,0,10.8,8.1,6.1000001,7.9000004,dannon,0,21,0
12,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon,0,21,0
12,0,0,0,0,10.8,8.1,5.0000001,8.1,dannon,0,21,0
12,0,0,0,0,10.8,8.1,5.0000001,8.1,dannon,0,21,0
12,0,0,0,0,10.9,8.1,5.0000001,8.5000001,dannon,0,21,0
12,0,0,0,0,10.8,8.1,5.0000001,8.1,dannon,0,21,0
12,0,0,0,0,10.8,8.1,5.0000001,8.1,dannon,0,21,0
13,0,0,0,0,10.3,7.4000001,6.1000001,8.1,dannon,1,38,1
13,0,0,0,0,10.3,8.1,6.4000003,8.1,dannon,1,38,1
13,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,38,1
13,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,38,1
13,0,0,0,0,3.7,8.1,4.8999999,7.9000004,yoplait,1,38,1
13,0,0,0,0,9.7999997,8.1,4.8999999,7.9000004,yoplait,1,38,1
13,0,0,0,0,10.3,8.1,4.8999999,7.9000004,yoplait,1,38,1
13,0,0,0,0,10.3,8.1,4.8999999,7.9000004,yoplait,1,38,1
13,0,0,0,0,10.3,8.1,4.8999999,7.9000004,yoplait,1,38,1
13,0,0,0,0,11.5,8.1,4.8999999,7.9000004,dannon,1,38,1
14,0,0,0,0,0.80000004,9.2,5.0000001,7.9000004,yoplait,1,58,1
14,0,0,0,0,10.8,9.2,5.0000001,7.9000004,yoplait,1,58,1
14,0,0,0,0,10.8,9.7999997,5.0000001,7.9000004,yoplait,1,58,1
14,0,0,0,0,10.8,9.7999997,5.0000001,7.9000004,yoplait,1,58,1
14,0,0,0,0,10.8,9.7999997,5.0000001,7.9000004,yoplait,1,58,1
14,0,0,0,0,10.8,8.1,5.0000001,7.9000004,yoplait,1,58,1
14,0,0,0,0,10.8,8.1,5.0000001,7.9000004,yoplait,1,58,1
14,0,0,0,0,10.8,6.3000001,5.0000001,7.9000004,yoplait,1,58,1
14,0,0,0,0,10.8,6.3000001,5.0000001,7.9000004,yoplait,1,58,1
14,0,0,0,0,10.8,6.3000001,5.0000001,7.9000004,yoplait,1,58,1
14,0,0,0,0,10.8,8.6000003,5.0000001,7.9000004,yoplait,1,58,1
14,0,0,0,0,10.8,8.6000003,5.0000001,7.9000004,yoplait,1,58,1
14,0,0,0,0,10.8,4.1999999,5.0000001,7.9000004,yoplait,1,58,1
15,0,0,0,0,12.5,7.4000001,6.1000001,8.1,weight,1,32,1
15,0,0,0,0,12.5,7.4000001,6.1000001,8.1,weight,1,32,1
15,0,0,0,0,10.3,7.4000001,6.1000001,8.1,weight,1,32,1
15,0,0,0,0,10.3,7.4000001,6.1000001,8.1,weight,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,dannon,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,dannon,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,dannon,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.3,9.7999997,6.6,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.3,9.7999997,4.8999999,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,6.1999999,9.7999997,4.8999999,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,1,0,0,10.3,6.1000001,4.8999999,7.9000004,weight,1,32,1
15,0,1,0,0,10.3,6.1000001,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,6.6,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,6.8000004,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,6.6,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,10.3,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,19.3,9.2,5.0000001,7.9000004,weight,1,32,1
15,0,0,0,0,19.3,9.2,5.0000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.1,4.8999999,7.9000004,dannon,1,32,1
15,0,0,1,0,11.5,8.1,3.3,7.9000004,weight,1,32,1
15,0,0,1,0,11.5,8.1,3.3,7.9000004,weight,1,32,1
15,0,0,1,0,11.5,8.1,3.3,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.1,3.7,7.9000004,yoplait,1,32,1
15,0,0,0,0,11.5,8.1,3.7,7.9000004,yoplait,1,32,1
15,0,0,0,0,11,8.1,3.5999998,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.2999997,4.3000001,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,1,0,0,0,9.0999998,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,1,0,0,0,8.6999997,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,1,0,0,0,8.6999997,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,1,0,0,0,8.6999997,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.7,9.0000004,5.9,7.9000004,weight,1,32,1
15,0,0,0,0,10.7,9.0000004,5.9,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,1,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,weight,1,32,1
15,1,0,0,0,10.8,8.6000003,2.5,7.9000004,yoplait,1,32,1
15,0,0,1,0,10.8,8.6000003,2.5,7.9000004,yoplait,1,32,1
15,0,0,1,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,32,1
15,0,0,1,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.8,8.6000003,4.3000001,7.9000004,yoplait,1,32,1
